"Date","Open","High","Low","Close","Adj.Close","Volume","Stock","Title","Year","Genre","Runtime","Director","Writer","Actors","Rated","IMDB.Rating","Metascore","IMDB.Votes","Awards","Box.Office","Country","Language","Description"
"1963-07-31",0,69.83,68.91,69.13,69.13,3960000,"^SPX","Cleopatra","1963","Biography, Drama, History","320 min","Joseph L. Mankiewicz, Rouben Mamoulian","Joseph L. Mankiewicz, Ranald MacDougall, Sidney Buchman","Elizabeth Taylor, Richard Burton, Rex Harrison","Approved",7,60,"38,817","Won 4 Oscars. 6 wins & 13 nominations total","$57,777,778","United States, Switzerland","English","In 48 B.C., Julius Caesar (Sir Rex Harrison) pursues Pompey from Pharsalia to Egypt. Pharaoh Ptolemy XIII (Richard O'Sullivan), now supreme ruler after deposing his older sister, Cleopatra VII (Dame Elizabeth Taylor), attempts to gain favor with Caesar by presenting the conquerer with the head of Pompey, borne by his governors, Pothinus (Grégoire Aslan) and Achillas (John Doucette). To win Caesar's support from her brother, Cleopatra hides herself in a rug, which Apollodorus (Cesare Danova), her servant, presents to Caesar. The Roman is immediately infatuated. Banishing Ptolemy, he declares Cleopatra Egypt's sole ruler and takes her as his mistress. A son, Caesarion (Loris Loddi), is born of their union. Caesar, however, must return to Italy. Although he is briefly reunited with Cleopatra during a magnificent reception for the Queen in Rome, Caesar is assassinated shortly thereafter, and Cleopatra returns to Egypt. When Mark Antony (Richard Burton), Caesar's protégé, beholds Cleopatra aboard her elaborate barge at Tarsus some years later, he is smitten and becomes both her lover and military ally. Their liaison notwithstanding, Antony, to consolidate his position in Rome, marries Octavia (Jean Marsh), sister of the ambitious Octavian (Roddy McDowall). The marriage satisfies no one. Cleopatra is infuriated, and Antony, tiring of his Roman wife, returns to Egypt. There he flaunts his liaison by marrying Cleopatra in a public ceremony. Sensing Antony's weakness, Octavian attacks and defeats his forces at Actium. Alarmed, Cleopatra withdraws her fleet and seeks refuge in her tomb."
"1963-11-26",0,72.74,71.4,72.38,72.38,9320000,"^SPX","High and Low","1963","Crime, Drama, Mystery","143 min","Akira Kurosawa","Hideo Oguni, Ryûzô Kikushima, Eijirô Hisaita","Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai","Not Rated",8.4,90,"58,940","3 wins & 3 nominations total","$46,808","Japan","Japanese","A wealthy businessman is told his son has been kidnapped and he will have to pay a very large sum for him to be returned safely. It is then discovered that his son is safe at home: the kidnapper took his chauffeur's son by accident. The kidnapper says this makes no difference: pay up or the child dies. This leaves him with a moral dilemma, as he really needs the money to conclude a very important business deal."
"1964-05-27",0,80.72,79.78,80.26,80.26,4450000,"^SPX","From Russia with Love","1963","Action, Adventure, Thriller","115 min","Terence Young","Richard Maibaum, Johanna Harwood, Ian Fleming","Sean Connery, Robert Shaw, Lotte Lenya","PG",7.3,83,"150,252","Won 1 BAFTA Award3 wins & 6 nominations total","$24,796,765","United Kingdom, United States","English, Russian, Turkish, French, Romany, Italian","James Bond 007 is on the search for a Russian decoding machine, known as ""Lektor"". Bond needs to find this machine, before the evil S.P.E.C.T.R.E. organization discovers it. While being romantically linked with Russian girl, Tatiana Romanova, Bond sneaks his way around Istanbul, while each S.P.E.C.T.R.E. Agent tries to pick him off, including the over powering Donald ""Red"" Grant and ex K.G.B. Agent Rosa Klebb, who knows all of the tricks in the book, and even possesses an incredible poison tipped shoe."
"1964-07-07",0,83.53,82.6,83.12,83.12,5240000,"^SPX","A Hard Day's Night","1964","Comedy, Musical","87 min","Richard Lester","Alun Owen","John Lennon, Paul McCartney, George Harrison","G",7.5,96,"49,319","Nominated for 2 Oscars. 2 wins & 7 nominations total","$1,480,356","United Kingdom, United States","English, German, French","A day and a half in the life of the Fab Four leading up to a televised concert gig. The boys seem to be constantly on the run, from their crazed fans and from their manager, who is constantly trying to rein them in. Sir Ringo Starr however is arrested and still isn't in the studio half an hour before air time. With Sir Paul McCartney's grandfather available for additional comical relief, the group performs a dozen or so songs."
"1965-06-18",0,86.1,84.9,85.34,85.34,4330000,"^SPX","Mary Poppins","1964","Comedy, Family, Fantasy","139 min","Robert Stevenson","Bill Walsh, Don DaGradi, P.L. Travers","Julie Andrews, Dick Van Dyke, David Tomlinson","G",7.8,88,"190,271","Won 5 Oscars. 23 wins & 17 nominations total","$102,272,727","United States","English","When Jane and Michael Banks are faced with the prospect of a new nanny, they are pleasantly surprised by the arrival of the magical Mary Poppins. Embarking on a series of fantastical adventures with he and her Cockney performer friend, Bert, they try to pass on some of her sunny attitude to their preoccupied parents."
"1965-12-31",0,93.05,91.82,92.43,92.43,7240000,"^SPX","Doctor Zhivago","1965","Drama, Romance, War","197 min","David Lean","Boris Pasternak, Robert Bolt","Omar Sharif, Julie Christie, Geraldine Chaplin","Approved",7.9,69,"83,731","Won 5 Oscars. 21 wins & 13 nominations total","$111,721,910","Italy, United Kingdom, United States","English, Russian, French","During the Russian Revolution, Dr. Yuri Zhivago (Omar Sharif) is a young doctor who has been raised by his aunt and uncle following his father's suicide. Yuri falls in love with beautiful Lara Guishar (Julie Christie), who has been having an affair with her mother's lover, Victor Komarovsky (Rod Steiger), an unscrupulous businessman. Yuri, however, ends up marrying his cousin, Tonya (Geraldine Chaplin). But when he and Lara meet again years later, the spark of love reignites."
"1967-12-21",0,96.25,94.69,95.38,95.38,11010000,"^SPX","The Graduate","1967","Comedy, Drama, Romance","106 min","Mike Nichols","Calder Willingham, Buck Henry, Charles Webb","Dustin Hoffman, Anne Bancroft, Katharine Ross","PG",8,83,"293,830","Won 1 Oscar. 22 wins & 17 nominations total","$104,945,305","United States","English","Benjamin Braddock returns home to California after successfully completing college. He gets a hero's welcome from his parents but Ben isn't quite sure what to do with the rest of his life. He is soon seduced by Mrs. Robinson, the wife of his father's partner, who methodically pursues the inexperienced young man. Soon, they are meeting regularly in hotel rooms. Warned by her to stay away from her daughter Elaine, his father goads him into taking her out on a date. He finds he quite likes Elaine but when she learns he's been having an affair with her own mother, she'll have nothing to do with him. He's smitten however and pursues her."
"1968-10-04",0,104.35,102.65,103.71,103.71,15350000,"^SPX","Night of the Living Dead","1968","Horror, Thriller","96 min","George A. Romero","John A. Russo, George A. Romero","Duane Jones, Judith O'Dea, Karl Hardman","R",7.8,89,"144,580","7 wins total","$236,452","United States","English","Barbra and Johnny visit their father's grave in a remote cemetery when they are suddenly set upon by zombies. Barbra manages to get away and takes refuge in what seems to be an abandoned farm house. She is soon joined by Ben who stopped at the house in need of gas. Beset by the walking dead all around them Ben does his best to secure the doors and windows. The news reports are grim however with creatures returning to life everywhere. Barbra and Ben are surprised when they realize there are 5 people hiding out in the basement: Harry, Helen and Karen Cooper; and a young couple, Tom and Judy. Dissensions sets in almost immediately with Harry Cooper wanting to be in charge. As their situation deteriorates, their chances of surviving the night lessen minute by minute."
"1968-10-17",0,105.01,103.81,104.01,104.01,21060000,"^SPX","Bullitt","1968","Action, Crime, Thriller","114 min","Peter Yates","Alan Trustman, Harry Kleiner, Robert L. Fish","Steve McQueen, Jacqueline Bisset, Robert Vaughn","M/PG",7.4,81,"78,267","Won 1 Oscar. 7 wins & 9 nominations total","$511,350","United States","English","San Francisco Police Lieutenant Bullitt's tasked by ambitious Walter Chalmers, to guard Johnny Ross, a Chicago mobster who's about to turn evidence against the organisation. Chalmers wants Ross' safety at all cost, or else Bullitt will pay the consequences."
"1969-03-12",0,99.87,98.35,99.05,99.05,8720000,"^SPX","Where Eagles Dare","1968","Action, Adventure, War","158 min","Brian G. Hutton","Alistair MacLean","Richard Burton, Clint Eastwood, Mary Ure","M",7.6,63,"64,168","1 win & 3 nominations","$7,100,000","United States, United Kingdom","English, German","During World War II, a British aircraft is shot down and crashes in Nazi held territory. The Germans capture the only survivor, American Brigadier General George Carnaby (Robert Beatty), and take him to the nearest S.S. headquarters. Unknown to the Germans, the General has full knowledge of the D-Day operation. The British decide that the General must not be allowed to divulge any details of the Normandy landing at all costs, and order Major Jonathan Smith (Richard Burton) to lead a crack commando team to rescue him. Amongst the team is an American Ranger, Lieutenant Morris Schaffer (Clint Eastwood), who is puzzled by his inclusion in an all British operation. When one of the team dies after the parachute drop, Schaffer suspects that Smith's mission has a much more secret objective."
"1969-06-26",0,97.91,95.97,97.25,97.25,10310000,"^SPX","Easy Rider","1969","Adventure, Drama","95 min","Dennis Hopper","Peter Fonda, Dennis Hopper, Terry Southern","Peter Fonda, Dennis Hopper, Jack Nicholson","R",7.2,85,"119,673","Nominated for 2 Oscars. 10 wins & 14 nominations total","$123,276","United States","English, Spanish, Greek, Ancient (to 1453)","Netting a hefty profit from their latest drug deal, hippies Wyatt and Billy decide to outfit themselves with among other things motorbikes - Wyatt complete in what they call his Captain America gear and similar motif on the bike - and chucking any structure in their lives beyond the want to get there for the event, cycle from their home base of Los Angeles to New Orleans for Mardi Gras in just over a week. They don't plan to spend their proceeds on this trip - they saving that for a more carefree life in Florida after the fact - they sleeping in the great outdoors along the way. While Wyatt is more easy going, believing in the karmic nature and practicality of helping others when they can and in turn asking for help when they need it, Billy is a little more suspicious of the people they encounter, especially in hiding their wad of cash that is stuffed into the gas tank of Wyatt's bike, that money their future. They will find that not all counter-culturalists have the exact same mindset, while they will also find the spiritual and practical connections to others in perhaps the most unlikely of places and people. But they will also ruffle some feathers just for being hippies, arguably in the fear not of them as people but what they represent. Through it all, Wyatt in particular evaluates if the trip ends up being what he expects or wants for his life."
"1970-04-02",0,90.7,89.28,89.79,89.79,10520000,"^SPX","Patton","1970","Biography, Drama, War","172 min","Franklin J. Schaffner","Francis Ford Coppola, Edmund H. North, Ladislas Farago","George C. Scott, Karl Malden, Stephen Young","PG",7.9,86,"109,720","Won 7 Oscars. 25 wins & 8 nominations total","$61,749,765","United States","English, German, French, Russian, Arabic, Italian","""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Europe and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and tendency toward insubordination, faults that would prevent him from becoming the lead American general in the Normandy Invasion as well as to his being relieved as Occupation Commander of Germany."
"1971-11-03",0,95.31,93.27,94.91,94.91,14590000,"^SPX","Fiddler on the Roof","1971","Drama, Family, Musical","181 min","Norman Jewison","Sholom Aleichem, Arnold Perl, Joseph Stein","Topol, Norma Crane, Leonard Frey","G",8,67,"48,809","Won 3 Oscars. 10 wins & 14 nominations total","$10,404,330","United States","English, Hebrew, Russian","At the beginning of the twentieth century, Jews and Orthodox Christians live in the little village of Anatevka in the pre-revolutionary Russia of the Czars. Among the traditions of the Jewish community, the matchmaker arranges the match and the father approves it. The milkman Reb Tevye is a poor man that has been married for twenty-five years with Golde and they have five daughters. When the local matchmaker Yente arranges the match between his older daughter Tzeitel and the old widow butcher Lazar Wolf, Tevye agrees with the wedding. However Tzeitel is in love with the poor tailor Motel Kamzoil and they ask permission to Tevye to get married that he accepts to please his daughter. Then his second daughter Hodel (Michele Marsh) and the revolutionary student Perchik decide to marry each other and Tevye is forced to accept. When Perchik is arrested by the Czar troops and sent to Siberia, Hodel decides to leave her family and homeland and travel to Siberia to be with her beloved Perchik. When his third daughter Chava decides to get married with the Christian Fyedka, Tevye does not accept and considers that Chava has died. Meanwhile the Czar troops evict the Jewish community from Anatevka."
"1971-12-23",0,100.74,100.74,100.74,100.74,1.6e+07,"^SPX","Dirty Harry","1971","Action, Crime, Thriller","102 min","Don Siegel, Clint Eastwood","Harry Julian Fink, Rita M. Fink, Dean Riesner","Clint Eastwood, Andrew Robinson, Harry Guardino","R",7.7,87,"172,885","2 wins & 4 nominations total","$35,988,495","United States","English","In 1971, San Francisco faces the terror of a maniac known as the ""Scorpio Killer"" (Andrew Robinson), who snipes at innocent victims and demands ransom through notes left at the scene of the crime. Inspector ""Dirty"" Harry Callahan (Clint Eastwood) is assigned to the case along with his newest partner Inspector Chico Gonzalez (Reni Santoni) to track down Scorpio and stop him. Using humiliation and cat-and-mouse type of games against Callahan, Scorpio is put to the test with the cop with a dirty attitude."
"1972-12-13",0,119.23,117.77,118.56,118.56,16540000,"^SPX","The Poseidon Adventure","1972","Action, Adventure, Drama","117 min","Ronald Neame","Paul Gallico, Stirling Silliphant, Wendell Mayes","Gene Hackman, Ernest Borgnine, Shelley Winters","PG",7.1,70,"50,288","Won 1 Oscar. 5 wins & 13 nominations total","$84,563,118","United States","English, Hebrew","A passenger ship, on her way to the scrap yard is pushed to her limits by the new owners to save on the dismantling fees. A tidal wave hits her, flipping her over so that all the internal rooms are upside down. A priest takes a mixed band of survivors on a journey through the bowels of the ship in an attempt to survive."
"1973-12-05",0,93.93,91.55,92.16,92.16,19180000,"^SPX","Serpico","1973","Biography, Crime, Drama","130 min","Sidney Lumet","Peter Maas, Waldo Salt, Norman Wexler","Al Pacino, John Randolph, Jack Kehoe","R",7.7,83,"139,267","Nominated for 2 Oscars. 8 wins & 13 nominations total","$29,800,000","United States, Italy","English, Italian, Spanish","Serpico is a cop in the 1960s-early 1970s. Unlike all his colleagues, he refuses a share of the money that the cops routinely extort from local criminals. Nobody wants to work with Serpico, and he's in constant danger of being placed in life threatening positions by his ""partners"". Nothing seems to get done even when he goes to the highest of authorities. Despite the dangers he finds himself in, he still refuses to 'go with the flow', in the hope that one day, the truth will be known."
"1973-12-19",0,96.83,93.81,94.82,94.82,20670000,"^SPX","Papillon","1973","Biography, Crime, Drama","151 min","Franklin J. Schaffner","Dalton Trumbo, Lorenzo Semple Jr., Henri Charrière","Steve McQueen, Dustin Hoffman, Victor Jory","R",8,58,"140,933","Nominated for 1 Oscar. 2 wins & 2 nominations total","$53,267,000","France, United States","English, Spanish","A semi-fictional account of Henri Charrière's time in the penal system in French Guyana - some of it spent on infamous Devil's Island - is presented. It's the early 1930s. Charrière - nicknamed Papillon because of his butterfly tattoo - and Louis Dega are two among many who have been convicted in the French judicial system, they now being transferred to French Guyana where they will serve their time, never to return to France even if they are ever released. A safe-cracker by criminal profession, Papillon is serving a life sentence for murdering a pimp, a crime for which he adamantly states he was framed. Dega is a wealthy counterfeiter, who expects his well-to-do wife eventually to get him released. At Papillon's initiative, the duo enters into a business arrangement: Papillon will provide protection for Dega, who, in turn, will finance Papillon's escape attempt. As the two men spend more time together than either had expected, their burgeoning friendship ends up being an important factor altering their original plans, needed as they work with and against others who are trying to achieve their own goals, sometime conflicting with those of Papillon and Dega."
"1974-06-20",0,89.35,87.8,88.21,88.21,11990000,"^SPX","Chinatown","1974","Drama, Mystery, Thriller","130 min","Roman Polanski","Robert Towne, Roman Polanski","Jack Nicholson, Faye Dunaway, John Huston","R",8.1,92,"360,756","Won 1 Oscar. 21 wins & 24 nominations total","$29,200,000","United States","English, Cantonese, Spanish","In 1937 Los Angeles, private investigator Jake 'J.J.' Gittes specializes in cheating-spouse cases. His current target is Hollis Mulwray, high-profile chief engineer for the Los Angeles Department of Water and Power, whose wife suspects him of infidelity. In following Mulwray, Gittes witnesses some usual business dealings, such as a public meeting for construction of a new dam to create additional water supply for Los Angeles, as fresh water is vital to the growing community during the chronic drought; Mulwray opposes the dam. Eventually Gittes sees Mulwray meeting with an unknown young woman who isn't his wife. Once news of the supposed tryst between Mulwray and this woman hits the media, additional information comes to light that makes Gittes believe that Mulwray is being framed for something and that he himself is being set up. In his investigation of the issue behind Mulwray's framing and his own setup, Gittes is assisted by Mulwray's wife Evelyn, but he thinks she isn't being forthright with him. The further he gets into the investigation, the more secrets he uncovers about the Mulwrays' professional and personal dealings, including Mulwray's former business-partnership with Evelyn's father, Noah Cross. The identity of the unknown woman may be the key to uncovering the whole story."
"1974-11-15",0,73.27,71.41,71.91,71.91,12480000,"^SPX","Earthquake","1974","Action, Drama, Thriller","122 min","Mark Robson","George Fox, Mario Puzo","Charlton Heston, Ava Gardner, George Kennedy","PG",5.9,56,"18,298","Won 1 Oscar. 3 wins & 7 nominations total","$79,666,653","United States","English","Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California."
"1975-09-25",0,86.41,84.79,85.64,85.64,12890000,"^SPX","Three Days of the Condor","1975","Crime, Mystery, Thriller","117 min","Sydney Pollack","James Grady, Lorenzo Semple Jr., David Rayfiel","Robert Redford, Faye Dunaway, Cliff Robertson","R",7.4,63,"64,671","Nominated for 1 Oscar. 6 wins & 4 nominations total","$27,476,252","United States","English, French","A mild mannered CIA researcher, paid to read books, returns from lunch to find all of his co-workers assassinated. ""Condor"" must find out who did this and get in from the cold before the hitmen get him."
"1976-04-09",0,101.74,99.87,100.35,100.35,19050000,"^SPX","All the President's Men","1976","Drama, History, Thriller","138 min","Alan J. Pakula","Carl Bernstein, Bob Woodward, William Goldman","Dustin Hoffman, Robert Redford, Jack Warden","PG",7.9,84,"129,425","Won 4 Oscars. 17 wins & 23 nominations total","$70,600,000","United States","English, Spanish","In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of White House fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the White House."
"1976-06-25",0,104.54,103.17,103.72,103.72,17830000,"^SPX","The Omen","1976","Horror, Mystery","111 min","Richard Donner","David Seltzer, Harvey Bernhard","Gregory Peck, Lee Remick, Harvey Stephens","R",7.5,62,"139,473","Won 1 Oscar. 6 wins & 9 nominations total","$60,922,980","United Kingdom, United States","English, Latin, Italian","Robert and Katherine Thorn seem to have it all. They are happily married and he is the US Ambassador to Great Britain, but they want nothing more than to have children. When Katharine has a stillborn child, Robert is approached by a priest at the hospital who suggests that they take a healthy newborn whose mother has just died in childbirth. Without telling his wife he agrees. After relocating to London, strange events - and the ominous warnings of a priest - lead him to believe that the child he took from that Italian hospital is evil incarnate."
"1976-06-30",0,105.07,103.52,104.28,104.28,23830000,"^SPX","The Outlaw Josey Wales","1976","Drama, Western","135 min","Clint Eastwood","Forrest Carter, Philip Kaufman, Sonia Chernus","Clint Eastwood, Sondra Locke, Chief Dan George","PG",7.8,69,"82,164","Nominated for 1 Oscar. 1 win & 2 nominations total","$31,800,000","United States","English, Navajo, Spanish","Josey Wales (Clint Eastwood) makes his way west after the Civil War, determined to live a useful and helpful life. He joins up with a group of settlers who need the protection that a man as tough and experienced as he is can provide. Unfortunately, the past has a way of catching up with you, and Josey is a wanted man."
"1976-09-15",0,104.7,103.28,104.25,104.25,17570000,"^SPX","Bugsy Malone","1976","Comedy, Crime, Family","93 min","Alan Parker","Alan Parker","Jodie Foster, Scott Baio, Florence Garland","G",6.8,71,"19,912","Nominated for 1 Oscar. 5 wins & 11 nominations total","$2,783,840","United Kingdom, United States","English, Italian, French","A gangster movie in which all the gangsters are played by children. Instead of real guns and ammo, they use ""splurge guns"" that cover the victim in whipped cream. The story tells of the rise of Bugsy Malone and the battle for power between Fat Sam and Dandy Dan."
"1976-11-16",0,101.12,99.44,100.04,100.04,21020000,"^SPX","Carrie","1976","Horror, Mystery","98 min","Brian De Palma","Stephen King, Lawrence D. Cohen","Sissy Spacek, Piper Laurie, Amy Irving","R",7.4,86,"216,740","Nominated for 2 Oscars. 6 wins & 9 nominations total","$33,800,000","United States","English","It's nearing the end of the school year. High school senior Carrie White is a social outcast, largely due to being unwise to the ways of the world based on her upbringing. Her mother, Margaret White, is a religious fanatic, her extreme views primarily targeted against sex, which she believes is a sin. She even believes natural associated processes such as menstruation are a sin, about which she has refused to mention to Carrie. Mrs. White's beliefs were taken to that extreme largely because of her own failed marriage and her husband Ralph long ago having run off with another woman. The only adult authority figure who tries to help Carrie with her life is her phys ed teacher, Miss Collins, who is nonetheless warned not to get too close to go against how Mrs. White chooses to raise Carrie, Mrs. White whose beliefs are well known in the community. An impromptu event that happens among Carrie's phys ed classmates against her leads to her classmates being punished. One of those students, self absorbed Chris Hargensen, vows revenge against Carrie for that punishment, the method of the revenge associated to the phys ed class incident. Another student however, the popular Sue Snell, begins to feel sorry for Carrie. In wanting to help her get out of her shell, Sue asks her boyfriend, the equally popular Tommy Ross, to take Carrie to the senior prom instead of her. This move does not sit well with Mrs. White, who in her extreme view believes Carrie will fall prey to sin. All these competing issues lead to Carrie deciding on an impulse to use a newfound skill to free herself from the figurative chains that have long been placed around her, with tragic consequences."
"1977-02-25",0,100.02,98.82,99.48,99.48,17610000,"^SPX","Slap Shot","1977","Comedy, Drama, Sport","123 min","George Roy Hill","Nancy Dowd","Paul Newman, Michael Ontkean, Strother Martin","R",7.2,61,"42,996","1 win & 3 nominations total","$28,000,000","United States","English","Located in the US Rust Belt, Charlestown is home of the hapless Chiefs, a losing Federal League hockey team whose games are poorly attended. To make money, the team's unknown owner makes its manager, Joe McGrath, do cheesy publicity much to the players' chagrin. Rumors abound among the players that if the local mill closes, the team will fold. Just before the official announcement is made, the team's aging player/coach, Reggie Dunlop, does get wind that the mill is indeed closing and that this season will be the team's last. Beyond efforts to reconcile with his wife Francine, who loves Reggie but doesn't love his career, Reggie begins to focus on how to renew interest in the team for a possible sale as he knows if the team folds, his hockey career is over. Without telling anyone of his plan, he begins a rumor that the owner is negotiating a sale with a city in Florida. He also decides that ""goon"" hockey - most especially using the untapped talents of the recently acquired childlike but quietly menacing Hanson brothers - is the way to renew local interest. It works as the team begins to attract new fans, sell out games, sell out away games attended largely by their groupies, and win, which does fuel the rumor of a sale. The one team member who doesn't like this new style is Ned Braden, a college graduate who plays the game solely because he loves it. His hockey career is against the wishes of his tomboyish wife, Lily, who hates everything about Charlestown and being a hockey wife. Reggie's goal of winning the league championship and having the team sold takes a turn when he finally meets the team's owner and discovers the owner's motivations. Ned, with his own views of what is right and wrong in hockey, may come up with an unexpected way to achieve all their goals."
"1977-04-20",0,100.98,99.49,100.4,100.4,25090000,"^SPX","Annie Hall","1977","Comedy, Romance","93 min","Woody Allen","Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Tony Roberts","PG",7.9,92,"283,229","Won 4 Oscars. 32 wins & 9 nominations total","$38,251,425","United States","English, German","Alvy Singer, a forty year old twice divorced, neurotic, intellectual Jewish New York City stand-up comic, reflects on the demise of his latest relationship, to Annie Hall, an insecure, flighty, Midwestern WASP aspiring nightclub singer. Unlike his previous relationships, Alvy believed he may have worked out all the issues in his life through fifteen years of therapy to make this relationship with Annie last, among those issues being not wanting to date any woman that would want to date him, and thus subconsciously pushing those women away. Alvy not only reviews the many ups and many downs of their relationship, but also reviews the many facets of his makeup that led to him starting to date Annie. Those facets include growing up next to Coney Island in Brooklyn, being attracted to the opposite sex for as long as he can remember, and enduring years of Jewish guilt with his constantly arguing parents."
"1977-05-27",0,97.26,95.92,96.27,96.27,15730000,"^SPX","Smokey and the Bandit","1977","Action, Adventure, Comedy","96 min","Hal Needham","Hal Needham, Robert L. Levy, James Lee Barrett","Burt Reynolds, Sally Field, Jerry Reed","PG",7,50,"59,028","Nominated for 1 Oscar. 3 nominations total","$126,737,428","United States","English","Bandit and Cledus are two truck-driving southerners who accept a dare from big-shots Big and Little Enos to pick up a truckload of beer from Texas and return it to them within a specified amount of time. Picking it up is simple enough, but as they are leaving Texas, Bandit unwittingly picks up Carrie, a hitchhiking bride-to-be who just left her groom, Junior, at the altar. Junior, however, is the son of Sheriff Buford T. Justice. And when Buford and Junior discover what has happened, they go on a ""high-speed pursuit"" across the Southeast to catch the bandit."
"1977-06-15",0,100.31,99.12,99.61,99.61,22640000,"^SPX","A Bridge Too Far","1977","Drama, History, War","175 min","Richard Attenborough","Cornelius Ryan, William Goldman","Sean Connery, Ryan O'Neal, Michael Caine","PG",7.4,63,"63,150","Won 4 BAFTA 7 wins & 5 nominations total","$50,750,000","United States, United Kingdom","English, German, Dutch, Polish, Latin","The true story of Operation Market Garden, the Allies attempt, in September 1944, to hasten the end of World War II by driving through Belgium and Holland into Germany. The idea was for U.S. airborne divisions to take the towns of Eindhoven and Nijmegen and a British airborne division, reinforced by a Polish airborne brigade, to take the town of Arnhem. They would be reinforced, in due course and in turn, by the British XXX Corps, land-based and driving up from the British lines in the south. The key to the operation was the bridges, as if the Germans held or blew them, the paratroopers could not be relieved. Faulty intelligence, Allied high command hubris, and stubborn German resistance would ensure that Arnhem was a bridge too far."
"1977-08-03",0,98.86,97.53,98.37,98.37,21710000,"^SPX","The Spy Who Loved Me","1977","Action, Adventure, Thriller","125 min","Lewis Gilbert","Christopher Wood, Richard Maibaum, Ian Fleming","Roger Moore, Barbara Bach, Curd Jürgens","PG",7,55,"118,572","Nominated for 3 Oscars. 4 wins & 12 nominations total","$46,838,673","United Kingdom, United States","English, Italian, Arabic","James Bond is back again and his new mission is to find out how a Royal Navy Polaris submarine holding sixteen nuclear warheads simply disappeared while on patrol. Bond joins Major Anya Amasova and takes on a a web-handed mastermind, known as Karl Stromberg, as well as his henchman Jaws, who has a mouthful of metal teeth. Bond must track down the location of the missing submarine before the warheads are fired."
"1977-12-14",0,94.26,92.94,94.03,94.03,22110000,"^SPX","Close Encounters of the Third Kind","1977","Drama, Sci-Fi","138 min","Steven Spielberg","Steven Spielberg, Hal Barwood, Jerry Belson","Richard Dreyfuss, François Truffaut, Teri Garr","PG",7.6,90,"224,164","Won 1 Oscar. 16 wins & 40 nominations total","$135,189,114","United States, United Kingdom","English","Two parallel stories are told. In the first, a group of research scientists from a variety of backgrounds are investigating the strange appearance of items in remote locations, primarily desert regions. In continuing their investigation, one of the lead scientists, a Frenchman named Claude Lacombe, incorporates the Kodály method of music education as a means of communication in their work. The response, in turn, at first baffles the researchers, until American cartographer David Laughlin deciphers the meaning of the response. In the second, electric company lineman and family man Roy Neary and single mother Jillian Guiler are among some individuals in Muncie, Indiana who experience some paranormal activity before some flashes of bright lights in the sky, which they believe to be a UFO. Roy becomes obsessed with what he saw, unlike some others, especially in some form of authority, who refuse to acknowledge their belief that it was a UFO in not wanting to appear crazy. That obsession both for Roy and Jillian is ratcheted up a notch when they begin to have a vision of a mound with vertical striations on its side as a key to what is going on. While the obsession negatively affects Roy's life as he knows it in its entirety, Jillian knows she has to find the answer as to its meaning, especially as it relates to her only child, three year old Barry Guiler, who may be more attuned to what is happening than the adult figures around him. These two stories have the potential to intersect if Roy and Jillian can discover where they've seen that mound before, and if they can overcome what they believe to be the lies perpetrated by those in authority in covering up what is going on."
"1977-12-16",0,94.04,92.93,93.4,93.4,20270000,"^SPX","Saturday Night Fever","1977","Drama, Music","118 min","John Badham","Nik Cohn, Norman Wexler","John Travolta, Karen Lynn Gorney, Barry Miller","R",6.8,77,"90,015","Nominated for 1 Oscar. 6 wins & 14 nominations total","$94,213,184","United States","English, Italian","Nineteen-year-old Brooklyn native Tony Manero lives for Saturday nights at the local disco, where he's king of the club, thanks to his stylish moves on the dance floor. But outside of the club, things don't look so rosy. At home, Tony fights constantly with his father and has to compete with his family's starry-eyed view of his older brother, a priest. Nor can he find satisfaction at his dead-end job at a small paint store. However, things begin to change when he spies Stephanie Mangano in the disco and starts training with her for the club's dance competition. Stephanie dreams of the world beyond Brooklyn, and her plans to move to Manhattan just over the bridge soon change Tony's life forever."
